date,year,month,city,region,product,category,revenue,units_sold,cost,profit
2021-12-09,2021,12,Bangalore,South,A,Electronics,26367.2,59,19784.3,6582.9
2021-09-05,2021,9,Kolkata,East,A,Electronics,13118.92,55,8830.81,4288.11
2023-01-28,2023,1,Chennai,South,B,Clothing,9547.02,39,7008.73,2538.29
2021-10-28,2021,10,Delhi,North,A,Electronics,29084.75,56,18896.27,10188.48
2022-12-26,2022,12,Mumbai,West,B,Clothing,17546.15,57,10845.32,6700.82
2023-09-22,2023,9,Kolkata,East,A,Electronics,13962.04,45,10081.31,3880.72
2021-07-01,2021,7,Delhi,North,B,Clothing,12828.33,45,7361.31,5467.01
2022-11-10,2022,11,Delhi,North,B,Clothing,17435.64,47,9674.9,7760.74
2023-04-06,2023,4,Chennai,South,A,Electronics,16462.57,67,13044.65,3417.91
2022-08-04,2022,8,Kolkata,East,A,Electronics,13478.9,38,9087.07,4391.83
2021-06-19,2021,6,Kolkata,East,A,Electronics,9671.16,36,7433.29,2237.87
2022-01-02,2022,1,Delhi,North,B,Clothing,7553.5,67,3816.67,3736.83
2022-12-21,2022,12,Chennai,South,C,Grocery,7506.79,56,3796.07,3710.72
2023-12-29,2023,12,Mumbai,West,A,Electronics,25817.31,57,16630.32,9186.99
2021-06-18,2021,6,Mumbai,West,A,Electronics,17370.03,52,13753.39,3616.64
2021-10-05,2021,10,Chennai,South,B,Clothing,16660.68,46,8476.69,8183.98
2021-06-06,2021,6,Bangalore,South,B,Clothing,7568.29,43,5820.97,1747.32
2021-12-25,2021,12,Chennai,South,B,Clothing,9293.49,45,7072.09,2221.41
2022-03-08,2022,3,Kolkata,East,D,Electronics,10188.44,42,5597.65,4590.79
2022-08-01,2022,8,Delhi,North,A,Electronics,13485.52,40,10273.79,3211.73
2023-02-12,2023,2,Chennai,South,D,Electronics,13426.2,42,7475.77,5950.44
2023-01-05,2023,1,Kolkata,East,A,Electronics,13622.1,50,7729.14,5892.96
2023-01-11,2023,1,Chennai,South,A,Electronics,21430.65,53,11817.5,9613.15
2021-07-21,2021,7,Mumbai,West,D,Electronics,12574.72,44,9228.27,3346.44
2022-08-30,2022,8,Chennai,South,B,Clothing,7267.98,49,5157.52,2110.46
2023-05-31,2023,5,Kolkata,East,D,Electronics,9983.7,41,5430.41,4553.29
2021-03-10,2021,3,Mumbai,West,D,Electronics,19025.11,48,12037.51,6987.6
2021-04-13,2021,4,Bangalore,South,A,Electronics,17192.76,43,12801.74,4391.01
2022-10-04,2022,10,Kolkata,East,B,Clothing,10276.01,49,6357.61,3918.39
2022-08-24,2022,8,Bangalore,South,D,Electronics,13818.55,52,9502.32,4316.24
2021-07-18,2021,7,Delhi,North,C,Grocery,8867.91,52,4935.16,3932.75
2021-10-19,2021,10,Bangalore,South,A,Electronics,31566.41,58,23141.8,8424.61
2021-09-16,2021,9,Kolkata,East,A,Electronics,15320.79,49,9447.89,5872.91
2022-07-10,2022,7,Bangalore,South,A,Electronics,15142.65,52,8206.05,6936.6
2022-04-30,2022,4,Mumbai,West,B,Clothing,12565.91,38,7332.8,5233.1
2022-10-01,2022,10,Chennai,South,C,Grocery,10058.63,30,5357.76,4700.88
2022-01-21,2022,1,Kolkata,East,B,Clothing,9795.44,51,7070.35,2725.08
2023-11-26,2023,11,Kolkata,East,B,Clothing,12651.73,50,7717.15,4934.58
2022-10-22,2022,10,Chennai,South,B,Clothing,8827.28,47,6257.94,2569.34
2023-02-04,2023,2,Mumbai,West,D,Electronics,13486.21,35,10787.58,2698.63
2021-03-24,2021,3,Delhi,North,A,Electronics,16120.96,42,8366.25,7754.71
2022-09-05,2022,9,Mumbai,West,B,Clothing,11183.97,49,8425.63,2758.34
2022-06-19,2022,6,Delhi,North,C,Grocery,4248.1,51,3137.46,1110.64
2022-10-10,2022,10,Kolkata,East,A,Electronics,23400.95,67,16277.23,7123.72
2022-10-27,2022,10,Chennai,South,C,Grocery,11646.77,60,8533.24,3113.53
2021-02-16,2021,2,Delhi,North,A,Electronics,14300.01,43,8915.37,5384.65
2023-12-14,2023,12,Bangalore,South,A,Electronics,22026.49,54,14816.77,7209.71
2023-04-24,2023,4,Kolkata,East,C,Grocery,8935.39,49,4501.91,4433.47
2021-07-25,2021,7,Mumbai,West,D,Electronics,12402.07,57,7275.05,5127.02
2021-09-08,2021,9,Chennai,South,C,Grocery,6059.23,59,4429.91,1629.32
2023-01-24,2023,1,Delhi,North,C,Grocery,6753.16,80,4190.78,2562.38
2023-09-13,2023,9,Mumbai,West,B,Clothing,18208.61,46,14178.2,4030.41
2022-11-01,2022,11,Chennai,South,A,Electronics,19463.17,63,15083.57,4379.6
2021-09-13,2021,9,Bangalore,South,A,Electronics,11141.44,62,8593.86,2547.58
2022-09-26,2022,9,Chennai,South,C,Grocery,5384.67,54,3601.13,1783.54
2021-12-31,2021,12,Chennai,South,C,Grocery,10469.84,37,6824.19,3645.65
2021-02-04,2021,2,Kolkata,East,A,Electronics,12682.97,42,6659.58,6023.39
2021-03-05,2021,3,Mumbai,West,B,Clothing,11559.04,53,6728.19,4830.85
2021-05-01,2021,5,Mumbai,West,C,Grocery,5864.08,47,4608.28,1255.81
2022-10-12,2022,10,Mumbai,West,B,Clothing,18753.51,53,13781.41,4972.09
2023-05-04,2023,5,Kolkata,East,C,Grocery,6020.46,54,4560.51,1459.95
2021-08-11,2021,8,Delhi,North,A,Electronics,11605.32,34,6104.24,5501.09
2023-05-02,2023,5,Mumbai,West,D,Electronics,13739.96,64,9637.21,4102.75
2022-11-17,2022,11,Delhi,North,C,Grocery,14124.53,54,9966.58,4157.95
2021-12-16,2021,12,Mumbai,West,A,Electronics,25383.38,60,16206.67,9176.72
2021-07-05,2021,7,Delhi,North,C,Grocery,6725.91,39,3934.29,2791.62
2023-11-02,2023,11,Chennai,South,D,Electronics,23179.88,38,14954.28,8225.59
2022-11-10,2022,11,Mumbai,West,A,Electronics,19393.46,35,14425.63,4967.83
2021-10-17,2021,10,Delhi,North,C,Grocery,13309.55,47,10633.88,2675.67
2022-02-22,2022,2,Kolkata,East,C,Grocery,7036.7,46,3790.47,3246.24
2023-08-28,2023,8,Bangalore,South,B,Clothing,7972.31,46,5500.12,2472.2
2022-10-27,2022,10,Chennai,South,B,Clothing,11186.77,53,8765.37,2421.39
2021-10-08,2021,10,Bangalore,South,D,Electronics,24914.5,50,15718.06,9196.44
2023-06-24,2023,6,Bangalore,South,D,Electronics,7887.53,43,4607.82,3279.71
2021-03-29,2021,3,Bangalore,South,A,Electronics,14497.48,47,7501.66,6995.82
2022-08-16,2022,8,Bangalore,South,B,Clothing,10709.33,35,8128.29,2581.03
2022-09-29,2022,9,Mumbai,West,D,Electronics,8907.22,63,6225.5,2681.72
2021-03-14,2021,3,Kolkata,East,B,Clothing,11298.54,53,6757.46,4541.08
2023-03-03,2023,3,Kolkata,East,B,Clothing,8177.49,52,5385.67,2791.82
2023-09-09,2023,9,Delhi,North,D,Electronics,21045.89,75,11564.61,9481.29
2022-10-28,2022,10,Kolkata,East,B,Clothing,13698.58,56,10686.6,3011.99
2021-06-01,2021,6,Bangalore,South,A,Electronics,18460.47,45,13815.4,4645.07
2021-04-03,2021,4,Delhi,North,C,Grocery,8274.44,32,4289.48,3984.96
2023-05-26,2023,5,Chennai,South,D,Electronics,17502.57,33,9523.52,7979.06
2023-04-09,2023,4,Mumbai,West,A,Electronics,23251.17,39,16548.56,6702.61
2023-01-26,2023,1,Chennai,South,D,Electronics,13292.63,54,8867.03,4425.6
2022-10-05,2022,10,Kolkata,East,B,Clothing,11336.55,35,6583.68,4752.87
2022-12-03,2022,12,Bangalore,South,B,Clothing,9071.36,41,6358.47,2712.88
2021-07-15,2021,7,Kolkata,East,C,Grocery,4846.87,53,3634.97,1211.9
2023-02-12,2023,2,Kolkata,East,B,Clothing,9272.98,44,6508.12,2764.86
2023-02-15,2023,2,Chennai,South,B,Clothing,12409.35,43,8303.94,4105.41
2023-01-20,2023,1,Chennai,South,B,Clothing,10300.43,64,6635.21,3665.23
2023-08-01,2023,8,Chennai,South,A,Electronics,14419.17,57,10864.63,3554.54
2023-08-25,2023,8,Delhi,North,C,Grocery,9996.03,52,5146.77,4849.25
2021-02-03,2021,2,Kolkata,East,D,Electronics,13159.05,68,6885.42,6273.63
2021-10-05,2021,10,Chennai,South,B,Clothing,14611.02,59,10282.23,4328.8
2023-12-01,2023,12,Delhi,North,A,Electronics,22419.22,51,13913.99,8505.23
2023-06-20,2023,6,Mumbai,West,D,Electronics,12330.69,43,9356.35,2974.34
2022-10-19,2022,10,Mumbai,West,D,Electronics,24576.93,48,16231.45,8345.48
2022-01-02,2022,1,Kolkata,East,D,Electronics,11460.88,53,8016.2,3444.68
2021-02-26,2021,2,Kolkata,East,A,Electronics,16502.8,58,12107.48,4395.32
2021-07-23,2021,7,Chennai,South,B,Clothing,9702.19,44,5160.48,4541.71
2023-04-04,2023,4,Delhi,North,C,Grocery,7600.35,56,4542.68,3057.67
2023-07-08,2023,7,Delhi,North,D,Electronics,10734.97,49,8214.93,2520.04
2021-12-03,2021,12,Bangalore,South,C,Grocery,12466.05,40,7646.79,4819.26
2021-08-06,2021,8,Kolkata,East,C,Grocery,7758.8,47,5575.82,2182.97
2021-04-09,2021,4,Kolkata,East,C,Grocery,6193.95,48,4618.96,1574.99
2021-07-21,2021,7,Bangalore,South,D,Electronics,11908.11,45,8273.12,3635.0
2021-03-16,2021,3,Mumbai,West,B,Clothing,12454.41,50,6268.51,6185.9
2022-06-05,2022,6,Bangalore,South,C,Grocery,7000.92,48,4026.42,2974.5
2022-09-12,2022,9,Chennai,South,B,Clothing,9253.74,49,4845.85,4407.89
2022-11-05,2022,11,Bangalore,South,D,Electronics,13463.03,51,8178.01,5285.02
2021-12-28,2021,12,Bangalore,South,A,Electronics,17910.84,70,12860.35,5050.49
2021-09-05,2021,9,Mumbai,West,B,Clothing,17222.9,46,10170.72,7052.18
2023-12-01,2023,12,Bangalore,South,D,Electronics,9833.52,39,5606.68,4226.84
2021-01-24,2021,1,Mumbai,West,C,Grocery,9808.61,39,6586.7,3221.91
2021-05-21,2021,5,Bangalore,South,C,Grocery,11153.34,47,5586.64,5566.7
2022-03-04,2022,3,Kolkata,East,A,Electronics,12389.06,44,9559.98,2829.08
2023-02-09,2023,2,Kolkata,East,B,Clothing,7552.91,57,4962.07,2590.84
2021-12-17,2021,12,Kolkata,East,A,Electronics,17626.68,46,12913.75,4712.93
2023-10-24,2023,10,Mumbai,West,D,Electronics,30086.78,52,19045.61,11041.17
2021-05-16,2021,5,Chennai,South,C,Grocery,7731.45,46,5950.88,1780.57
2021-10-30,2021,10,Kolkata,East,D,Electronics,16141.48,33,9117.46,7024.03
2022-12-06,2022,12,Kolkata,East,C,Grocery,9404.49,55,5485.07,3919.42
2021-03-25,2021,3,Mumbai,West,C,Grocery,12045.45,46,9283.02,2762.43
2022-06-05,2022,6,Bangalore,South,C,Grocery,5002.83,41,3318.7,1684.13
2023-10-04,2023,10,Kolkata,East,D,Electronics,13616.38,47,9920.74,3695.64
2022-08-14,2022,8,Chennai,South,A,Electronics,9477.38,37,6214.08,3263.29
2023-08-09,2023,8,Delhi,North,C,Grocery,10508.64,45,6692.9,3815.74
2023-11-13,2023,11,Chennai,South,B,Clothing,10514.78,48,5894.85,4619.93
2023-05-08,2023,5,Chennai,South,A,Electronics,10192.03,56,5438.68,4753.34
2022-07-21,2022,7,Bangalore,South,A,Electronics,13533.44,41,8982.59,4550.85
2021-12-18,2021,12,Chennai,South,A,Electronics,21611.59,42,16614.5,4997.08
2022-11-19,2022,11,Chennai,South,A,Electronics,21799.78,54,14376.34,7423.44
2021-04-10,2021,4,Chennai,South,C,Grocery,7032.08,59,4909.17,2122.91
2022-05-09,2022,5,Delhi,North,A,Electronics,17731.51,43,10273.28,7458.23
2022-11-17,2022,11,Mumbai,West,D,Electronics,34682.0,31,25753.53,8928.47
2022-01-10,2022,1,Mumbai,West,C,Grocery,8055.76,69,4408.58,3647.18
2022-05-29,2022,5,Delhi,North,C,Grocery,9988.44,49,5442.49,4545.94
2021-10-06,2021,10,Chennai,South,A,Electronics,20289.3,49,12474.62,7814.69
2023-02-09,2023,2,Mumbai,West,C,Grocery,9340.13,33,6413.82,2926.31
2023-03-05,2023,3,Bangalore,South,A,Electronics,13740.08,58,8785.32,4954.76
2023-10-05,2023,10,Chennai,South,D,Electronics,17602.26,31,12451.02,5151.25
2023-01-16,2023,1,Delhi,North,D,Electronics,16953.44,34,11328.16,5625.27
2021-06-20,2021,6,Delhi,North,A,Electronics,13379.63,59,7078.41,6301.22
2021-05-18,2021,5,Chennai,South,D,Electronics,13757.17,57,9872.38,3884.79
2021-01-02,2021,1,Bangalore,South,D,Electronics,15776.74,59,10119.42,5657.32
2023-05-22,2023,5,Delhi,North,B,Clothing,8108.16,52,4278.73,3829.43
2023-03-17,2023,3,Chennai,South,C,Grocery,4919.37,54,2705.05,2214.32
2023-12-17,2023,12,Kolkata,East,C,Grocery,9558.26,45,4963.32,4594.94
2021-09-02,2021,9,Bangalore,South,B,Clothing,10365.26,45,5996.24,4369.02
2021-01-06,2021,1,Delhi,North,B,Clothing,8803.41,63,5123.72,3679.69
2021-06-12,2021,6,Chennai,South,B,Clothing,7691.15,41,4420.05,3271.1
2023-02-10,2023,2,Delhi,North,D,Electronics,15786.99,52,9588.14,6198.85
2021-03-08,2021,3,Delhi,North,C,Grocery,8112.46,62,5807.44,2305.01
2022-04-24,2022,4,Bangalore,South,A,Electronics,18599.58,53,12167.31,6432.27
2021-04-06,2021,4,Chennai,South,D,Electronics,13876.71,43,11071.13,2805.58
2023-12-01,2023,12,Delhi,North,A,Electronics,22926.99,52,14681.09,8245.9
2023-09-23,2023,9,Kolkata,East,C,Grocery,7577.44,44,4039.08,3538.36
2021-07-16,2021,7,Delhi,North,A,Electronics,19238.43,58,10341.07,8897.36
2021-11-09,2021,11,Kolkata,East,B,Clothing,10388.82,64,7416.67,2972.15
2023-11-16,2023,11,Kolkata,East,C,Grocery,8784.38,61,5899.98,2884.4
2021-08-21,2021,8,Chennai,South,C,Grocery,8110.45,48,4894.7,3215.75
2021-04-11,2021,4,Kolkata,East,D,Electronics,13926.06,55,7575.53,6350.53
2021-08-28,2021,8,Delhi,North,A,Electronics,16490.47,45,9532.6,6957.87
2023-12-20,2023,12,Delhi,North,D,Electronics,25831.22,56,20174.97,5656.25
2021-11-13,2021,11,Mumbai,West,C,Grocery,16550.72,62,11820.79,4729.93
2022-06-28,2022,6,Delhi,North,B,Clothing,13899.35,46,11051.56,2847.79
2021-08-12,2021,8,Kolkata,East,A,Electronics,7817.18,70,6124.8,1692.38
2022-05-14,2022,5,Mumbai,West,B,Clothing,9911.7,37,6845.84,3065.86
2022-06-14,2022,6,Delhi,North,D,Electronics,10823.38,36,5505.57,5317.81
2021-12-06,2021,12,Mumbai,West,C,Grocery,10994.57,67,8349.69,2644.89
2022-09-30,2022,9,Bangalore,South,C,Grocery,6608.28,41,3642.35,2965.93
2022-06-17,2022,6,Mumbai,West,B,Clothing,11908.32,49,7310.17,4598.16
2021-05-10,2021,5,Mumbai,West,C,Grocery,10265.38,42,5876.02,4389.36
2021-08-18,2021,8,Chennai,South,A,Electronics,19006.67,46,10427.68,8578.99
2022-01-16,2022,1,Chennai,South,C,Grocery,8255.94,45,5452.62,2803.32
2022-09-29,2022,9,Mumbai,West,A,Electronics,20083.43,50,15190.2,4893.24
2022-05-08,2022,5,Bangalore,South,B,Clothing,12053.1,51,7043.85,5009.25
2023-10-12,2023,10,Kolkata,East,A,Electronics,18085.98,59,13985.98,4100.01
2021-05-13,2021,5,Mumbai,West,A,Electronics,19932.26,35,12036.21,7896.05
2021-04-14,2021,4,Chennai,South,A,Electronics,7553.25,56,4222.0,3331.26
2023-01-02,2023,1,Delhi,North,B,Clothing,10151.46,55,6914.56,3236.89
2023-04-12,2023,4,Kolkata,East,A,Electronics,14422.74,68,8550.64,5872.1
2021-03-06,2021,3,Bangalore,South,A,Electronics,20146.79,44,12957.66,7189.13
2022-08-28,2022,8,Mumbai,West,A,Electronics,24736.69,39,15809.02,8927.67
2023-10-15,2023,10,Kolkata,East,A,Electronics,18433.88,45,11115.06,7318.82
2022-03-21,2022,3,Mumbai,West,C,Grocery,7929.17,59,5980.73,1948.44
2023-06-20,2023,6,Chennai,South,C,Grocery,5559.89,46,3477.4,2082.49
2021-12-29,2021,12,Chennai,South,D,Electronics,21817.37,63,16031.92,5785.45
2023-10-26,2023,10,Bangalore,South,B,Clothing,11725.38,49,7004.77,4720.6
2023-12-11,2023,12,Chennai,South,B,Clothing,12786.07,48,7034.71,5751.36
2023-07-27,2023,7,Mumbai,West,C,Grocery,9309.32,52,7298.7,2010.63
2021-06-29,2021,6,Mumbai,West,A,Electronics,16480.25,45,9420.35,7059.9
2022-07-05,2022,7,Chennai,South,D,Electronics,10570.39,46,6931.72,3638.67
2023-06-18,2023,6,Delhi,North,B,Clothing,11392.39,54,7793.32,3599.07
2023-10-08,2023,10,Chennai,South,A,Electronics,21366.78,32,13504.76,7862.02
2023-05-17,2023,5,Chennai,South,C,Grocery,6519.84,50,4115.36,2404.48
2023-09-20,2023,9,Delhi,North,B,Clothing,12182.29,57,6823.11,5359.18
2022-11-30,2022,11,Chennai,South,D,Electronics,15757.02,54,8739.92,7017.1
2021-12-01,2021,12,Delhi,North,C,Grocery,11038.38,33,7635.3,3403.07
2022-07-20,2022,7,Chennai,South,A,Electronics,14522.03,44,9941.1,4580.94
2022-01-19,2022,1,Kolkata,East,C,Grocery,6708.82,31,4427.8,2281.02
2023-04-18,2023,4,Delhi,North,D,Electronics,16352.49,46,8718.2,7634.29
2021-06-05,2021,6,Bangalore,South,A,Electronics,15519.46,41,11345.14,4174.32
2023-03-27,2023,3,Kolkata,East,D,Electronics,10486.86,44,5296.5,5190.37
2021-09-24,2021,9,Delhi,North,A,Electronics,13643.88,35,8108.3,5535.58
2023-06-02,2023,6,Delhi,North,B,Clothing,10613.96,34,7195.01,3418.95
2021-03-15,2021,3,Mumbai,West,C,Grocery,9669.02,67,6310.12,3358.91
2022-08-29,2022,8,Bangalore,South,A,Electronics,14357.67,54,10973.01,3384.66
2023-12-09,2023,12,Chennai,South,A,Electronics,18192.58,94,12954.4,5238.19
2023-06-27,2023,6,Bangalore,South,B,Clothing,6449.58,65,4198.43,2251.15
2023-01-15,2023,1,Bangalore,South,C,Grocery,9773.02,42,5191.65,4581.37
2021-12-02,2021,12,Mumbai,West,A,Electronics,23660.6,58,15436.37,8224.23
2021-04-22,2021,4,Chennai,South,C,Grocery,7218.9,49,5205.67,2013.23
2021-08-30,2021,8,Bangalore,South,D,Electronics,12761.48,48,10155.44,2606.04
2021-10-25,2021,10,Chennai,South,A,Electronics,21319.55,52,14982.2,6337.35
2022-03-25,2022,3,Delhi,North,C,Grocery,7186.54,44,4089.93,3096.6
2021-08-16,2021,8,Delhi,North,C,Grocery,6091.87,59,3277.05,2814.81
2021-12-26,2021,12,Delhi,North,B,Clothing,15299.98,51,9031.41,6268.57
2023-07-11,2023,7,Kolkata,East,A,Electronics,10547.46,50,6073.82,4473.64
2021-09-14,2021,9,Kolkata,East,A,Electronics,14259.09,40,11404.75,2854.34
2023-04-08,2023,4,Kolkata,East,A,Electronics,17121.54,41,10086.93,7034.62
2022-12-15,2022,12,Chennai,South,D,Electronics,18469.37,50,10007.78,8461.6
2023-04-04,2023,4,Delhi,North,B,Clothing,9336.39,39,6422.59,2913.8
2022-03-19,2022,3,Chennai,South,C,Grocery,6571.68,31,3699.13,2872.56
2021-08-03,2021,8,Bangalore,South,B,Clothing,10075.41,70,7492.18,2583.23
2021-05-11,2021,5,Kolkata,East,C,Grocery,8103.08,61,4632.96,3470.13
2021-07-20,2021,7,Bangalore,South,C,Grocery,7446.24,47,5007.85,2438.39
2022-03-01,2022,3,Kolkata,East,A,Electronics,14792.03,35,9928.51,4863.52
2022-04-01,2022,4,Bangalore,South,D,Electronics,13241.6,39,10077.96,3163.64
2023-11-25,2023,11,Chennai,South,B,Clothing,14443.69,59,9861.47,4582.23
2021-07-06,2021,7,Chennai,South,B,Clothing,7194.86,64,5506.34,1688.52
2022-05-28,2022,5,Delhi,North,B,Clothing,13333.98,47,7744.47,5589.51
2022-10-11,2022,10,Chennai,South,A,Electronics,30700.84,43,16888.84,13811.99
2021-11-04,2021,11,Chennai,South,A,Electronics,22585.73,48,15039.48,7546.25
2021-05-10,2021,5,Chennai,South,C,Grocery,5247.84,64,3984.73,1263.12
2022-11-06,2022,11,Chennai,South,C,Grocery,6417.42,43,3834.98,2582.44
2021-04-19,2021,4,Mumbai,West,A,Electronics,19491.28,44,14782.79,4708.49
2023-10-17,2023,10,Delhi,North,B,Clothing,14035.16,79,8622.54,5412.63
2023-05-25,2023,5,Delhi,North,D,Electronics,15723.23,43,8368.33,7354.9
2021-06-07,2021,6,Mumbai,West,C,Grocery,9339.25,47,5176.92,4162.33
2021-06-24,2021,6,Bangalore,South,D,Electronics,12511.74,53,7144.86,5366.89
2022-10-24,2022,10,Mumbai,West,C,Grocery,14658.5,53,10253.29,4405.21
2022-10-30,2022,10,Chennai,South,B,Clothing,15012.93,53,11624.55,3388.39
2021-10-15,2021,10,Chennai,South,B,Clothing,13652.43,57,10785.37,2867.06
2021-05-30,2021,5,Bangalore,South,A,Electronics,20980.69,42,11577.7,9402.99
2023-06-30,2023,6,Delhi,North,A,Electronics,16025.35,57,12195.52,3829.82
2021-06-28,2021,6,Kolkata,East,C,Grocery,6087.65,42,3300.93,2786.73
2022-05-16,2022,5,Mumbai,West,C,Grocery,10954.46,39,7410.54,3543.92
2023-11-27,2023,11,Delhi,North,C,Grocery,10693.05,67,7695.42,2997.63
2022-07-08,2022,7,Mumbai,West,D,Electronics,16315.81,33,9486.94,6828.87
2022-07-29,2022,7,Chennai,South,D,Electronics,14143.83,41,9737.34,4406.49
2022-10-20,2022,10,Bangalore,South,C,Grocery,11409.63,77,8577.97,2831.66
2021-01-03,2021,1,Chennai,South,D,Electronics,11140.84,43,7257.96,3882.88
2022-01-27,2022,1,Bangalore,South,B,Clothing,9544.19,53,7145.93,2398.26
2022-06-27,2022,6,Delhi,North,B,Clothing,8639.13,54,6024.24,2614.88
2023-12-10,2023,12,Delhi,North,B,Clothing,16489.85,65,12684.98,3804.87
2023-02-04,2023,2,Chennai,South,D,Electronics,14144.92,44,11248.74,2896.18
2021-01-18,2021,1,Chennai,South,D,Electronics,6833.69,70,3635.61,3198.07
2021-07-30,2021,7,Kolkata,East,C,Grocery,6143.7,43,3870.05,2273.65
2022-11-15,2022,11,Bangalore,South,B,Clothing,13604.02,59,9196.22,4407.8
2023-01-22,2023,1,Chennai,South,A,Electronics,10836.39,57,5545.0,5291.39
2021-05-22,2021,5,Bangalore,South,A,Electronics,13590.51,46,9544.62,4045.88
2021-08-08,2021,8,Bangalore,South,A,Electronics,20858.48,51,11503.52,9354.95
2022-05-12,2022,5,Chennai,South,C,Grocery,6900.8,59,3946.73,2954.06
2022-04-19,2022,4,Mumbai,West,B,Clothing,6455.2,53,5028.3,1426.9
2023-07-02,2023,7,Bangalore,South,D,Electronics,10990.95,41,6451.84,4539.11
2023-03-07,2023,3,Bangalore,South,A,Electronics,23389.48,40,18116.18,5273.3
2021-03-31,2021,3,Chennai,South,A,Electronics,10920.1,54,6390.73,4529.36
2023-07-14,2023,7,Bangalore,South,B,Clothing,8940.62,46,5821.26,3119.35
2022-02-17,2022,2,Bangalore,South,D,Electronics,14661.72,34,8087.84,6573.88
2022-11-01,2022,11,Bangalore,South,D,Electronics,15866.87,48,9284.22,6582.64
2021-10-03,2021,10,Delhi,North,A,Electronics,24683.5,52,18106.92,6576.58
2022-12-26,2022,12,Mumbai,West,B,Clothing,21680.91,73,17141.89,4539.02
2023-04-18,2023,4,Kolkata,East,A,Electronics,15923.44,48,9679.15,6244.29
2021-01-08,2021,1,Mumbai,West,C,Grocery,8034.89,39,5935.91,2098.98
2023-08-17,2023,8,Mumbai,West,A,Electronics,23718.16,65,15227.23,8490.94
2023-11-14,2023,11,Kolkata,East,A,Electronics,20509.69,54,13872.76,6636.93
2022-06-21,2022,6,Mumbai,West,B,Clothing,8408.89,50,4316.69,4092.2
2022-07-17,2022,7,Bangalore,South,D,Electronics,12853.86,51,8150.0,4703.87
2023-10-09,2023,10,Chennai,South,D,Electronics,20506.95,54,11586.88,8920.07
2021-12-07,2021,12,Kolkata,East,A,Electronics,22265.65,55,14782.81,7482.84
2021-07-05,2021,7,Chennai,South,C,Grocery,7080.83,53,5322.37,1758.46
2021-04-09,2021,4,Kolkata,East,B,Clothing,6958.9,50,5389.02,1569.88
2022-12-29,2022,12,Bangalore,South,A,Electronics,18894.3,56,10563.54,8330.76
2023-05-13,2023,5,Chennai,South,D,Electronics,13686.48,39,8135.73,5550.75
2023-05-31,2023,5,Kolkata,East,B,Clothing,10318.23,50,7434.77,2883.45
2023-05-22,2023,5,Delhi,North,B,Clothing,12359.61,56,9357.89,3001.72
2023-06-25,2023,6,Bangalore,South,C,Grocery,6259.68,43,4436.54,1823.14
2021-04-06,2021,4,Kolkata,East,A,Electronics,10871.88,60,8305.31,2566.57
2021-03-04,2021,3,Bangalore,South,C,Grocery,6439.92,48,4943.33,1496.59
2021-07-06,2021,7,Mumbai,West,D,Electronics,14748.5,44,10517.86,4230.64
2023-11-09,2023,11,Bangalore,South,D,Electronics,19861.24,42,11538.41,8322.83
2021-04-06,2021,4,Bangalore,South,D,Electronics,11831.28,70,7658.89,4172.39
2022-10-20,2022,10,Chennai,South,A,Electronics,16303.64,57,11227.67,5075.97
2022-02-28,2022,2,Delhi,North,D,Electronics,20385.83,65,14636.15,5749.68
2022-11-16,2022,11,Kolkata,East,A,Electronics,16971.73,38,8570.47,8401.26
2021-06-11,2021,6,Bangalore,South,D,Electronics,12205.78,52,9628.29,2577.49
2022-10-27,2022,10,Mumbai,West,A,Electronics,31454.7,53,24100.03,7354.68
2021-06-29,2021,6,Delhi,North,D,Electronics,11497.91,39,6365.85,5132.07
2022-01-28,2022,1,Bangalore,South,D,Electronics,19858.65,50,10958.53,8900.12
2023-02-08,2023,2,Mumbai,West,A,Electronics,18715.76,37,11267.85,7447.91
2022-03-30,2022,3,Delhi,North,A,Electronics,24398.3,56,15028.63,9369.67
2021-01-30,2021,1,Bangalore,South,C,Grocery,6465.14,55,3287.25,3177.89
2021-10-12,2021,10,Delhi,North,A,Electronics,28000.58,19,16244.3,11756.28
2023-02-11,2023,2,Bangalore,South,D,Electronics,16750.14,67,11633.52,5116.62
2023-10-13,2023,10,Delhi,North,D,Electronics,18617.49,30,13258.18,5359.3
2022-01-06,2022,1,Mumbai,West,A,Electronics,19728.56,61,11920.8,7807.76
2021-12-01,2021,12,Bangalore,South,C,Grocery,11074.49,52,7496.7,3577.79
2023-07-01,2023,7,Chennai,South,C,Grocery,6539.4,49,4550.89,1988.5
2021-10-15,2021,10,Chennai,South,A,Electronics,14745.59,50,8625.95,6119.63
2022-11-23,2022,11,Kolkata,East,B,Clothing,7012.37,53,3539.92,3472.45
2021-02-27,2021,2,Delhi,North,A,Electronics,19665.17,53,15264.16,4401.02
2021-06-17,2021,6,Kolkata,East,D,Electronics,9258.32,43,6911.73,2346.59
2021-11-09,2021,11,Mumbai,West,B,Clothing,15079.65,39,10250.38,4829.26
2023-11-15,2023,11,Kolkata,East,D,Electronics,14964.99,53,9534.39,5430.6
2022-03-09,2022,3,Mumbai,West,C,Grocery,11495.75,20,6895.48,4600.26
2022-05-06,2022,5,Delhi,North,D,Electronics,19393.94,42,15248.86,4145.08
2022-12-07,2022,12,Bangalore,South,B,Clothing,12072.82,64,8512.39,3560.43
